condition,agent_id,label,image_id
consensus,agent_01,slithy,frog_020
consensus,agent_01,slithy,frog_021
consensus,agent_01,slithy,frog_022
consensus,agent_01,slithy,frog_023
consensus,agent_01,slithy,frog_024
consensus,agent_01,slithy,frog_025
consensus,agent_01,slithy,frog_026
consensus,agent_01,slithy,frog_027
consensus,agent_01,slithy,frog_028
consensus,agent_01,slithy,frog_029
consensus,agent_01,mimsy,horse_005
consensus,agent_01,mimsy,horse_006
consensus,agent_01,mimsy,horse_007
consensus,agent_01,mimsy,horse_008
consensus,agent_01,mimsy,horse_009
consensus,agent_01,mimsy,horse_015
consensus,agent_01,mimsy,horse_016
consensus,agent_01,mimsy,horse_017
consensus,agent_01,mimsy,horse_018
consensus,agent_01,mimsy,horse_019
consensus,agent_01,mimsy,horse_020
consensus,agent_01,mimsy,horse_021
consensus,agent_01,mimsy,horse_022
consensus,agent_01,mimsy,horse_023
consensus,agent_01,mimsy,horse_024
consensus,agent_01,mimsy,horse_025
consensus,agent_01,mimsy,horse_026
consensus,agent_01,mimsy,horse_027
consensus,agent_01,mimsy,horse_028
consensus,agent_01,mimsy,horse_029
consensus,agent_01,vorpal,ship_005
consensus,agent_01,vorpal,ship_006
consensus,agent_01,vorpal,ship_007
consensus,agent_01,vorpal,ship_008
consensus,agent_01,vorpal,ship_009
consensus,agent_01,vorpal,ship_015
consensus,agent_01,vorpal,ship_016
consensus,agent_01,vorpal,ship_017
consensus,agent_01,vorpal,ship_018
consensus,agent_01,vorpal,ship_019
consensus,agent_01,vorpal,ship_020
consensus,agent_01,vorpal,ship_021
consensus,agent_01,vorpal,ship_022
consensus,agent_01,vorpal,ship_023
consensus,agent_01,vorpal,ship_024
consensus,agent_01,vorpal,ship_025
consensus,agent_01,vorpal,ship_026
consensus,agent_01,vorpal,ship_027
consensus,agent_01,vorpal,ship_028
consensus,agent_01,vorpal,ship_029
consensus,agent_02,slithy,frog_010
consensus,agent_02,slithy,frog_011
consensus,agent_02,slithy,frog_012
consensus,agent_02,slithy,frog_013
consensus,agent_02,slithy,frog_014
consensus,agent_02,slithy,frog_015
consensus,agent_02,slithy,frog_016
consensus,agent_02,slithy,frog_017
consensus,agent_02,slithy,frog_018
consensus,agent_02,slithy,frog_019
consensus,agent_02,slithy,frog_020
consensus,agent_02,slithy,frog_021
consensus,agent_02,slithy,frog_022
consensus,agent_02,slithy,frog_023
consensus,agent_02,slithy,frog_024
consensus,agent_02,slithy,frog_025
consensus,agent_02,slithy,frog_026
consensus,agent_02,slithy,frog_027
consensus,agent_02,slithy,frog_028
consensus,agent_02,slithy,frog_029
consensus,agent_02,mimsy,horse_010
consensus,agent_02,mimsy,horse_011
consensus,agent_02,mimsy,horse_012
consensus,agent_02,mimsy,horse_013
consensus,agent_02,mimsy,horse_014
consensus,agent_02,mimsy,horse_015
consensus,agent_02,mimsy,horse_016
consensus,agent_02,mimsy,horse_017
consensus,agent_02,mimsy,horse_018
consensus,agent_02,mimsy,horse_019
consensus,agent_02,mimsy,horse_020
consensus,agent_02,mimsy,horse_021
consensus,agent_02,mimsy,horse_022
consensus,agent_02,mimsy,horse_023
consensus,agent_02,mimsy,horse_024
consensus,agent_02,mimsy,horse_025
consensus,agent_02,mimsy,horse_026
consensus,agent_02,mimsy,horse_027
consensus,agent_02,mimsy,horse_028
consensus,agent_02,mimsy,horse_029
consensus,agent_02,vorpal,ship_010
consensus,agent_02,vorpal,ship_011
consensus,agent_02,vorpal,ship_012
consensus,agent_02,vorpal,ship_013
consensus,agent_02,vorpal,ship_014
consensus,agent_02,vorpal,ship_015
consensus,agent_02,vorpal,ship_016
consensus,agent_02,vorpal,ship_017
consensus,agent_02,vorpal,ship_018
consensus,agent_02,vorpal,ship_019
consensus,agent_02,vorpal,ship_020
consensus,agent_02,vorpal,ship_021
consensus,agent_02,vorpal,ship_022
consensus,agent_02,vorpal,ship_023
consensus,agent_02,vorpal,ship_024
consensus,agent_02,vorpal,ship_025
consensus,agent_02,vorpal,ship_026
consensus,agent_02,vorpal,ship_027
consensus,agent_02,vorpal,ship_028
consensus,agent_02,vorpal,ship_029
random,agent_00,slithy,frog_000
random,agent_00,slithy,frog_001
random,agent_00,slithy,frog_002
random,agent_00,slithy,frog_003
random,agent_00,slithy,frog_004
random,agent_00,slithy,frog_015
random,agent_00,slithy,frog_016
random,agent_00,slithy,frog_017
random,agent_00,slithy,frog_018
random,agent_00,slithy,frog_019
random,agent_00,slithy,frog_020
random,agent_00,slithy,frog_021
random,agent_00,slithy,frog_022
random,agent_00,slithy,frog_023
random,agent_00,slithy,frog_024
random,agent_00,slithy,frog_025
random,agent_00,slithy,frog_026
random,agent_00,slithy,frog_027
random,agent_00,slithy,frog_028
random,agent_00,slithy,frog_029
random,agent_00,mimsy,horse_000
random,agent_00,mimsy,horse_001
random,agent_00,mimsy,horse_002
random,agent_00,mimsy,horse_003
random,agent_00,mimsy,horse_004
random,agent_00,mimsy,horse_015
random,agent_00,mimsy,horse_017
random,agent_00,mimsy,horse_018
random,agent_00,mimsy,horse_019
random,agent_00,mimsy,horse_020
random,agent_00,mimsy,horse_021
random,agent_00,mimsy,horse_022
random,agent_00,mimsy,horse_023
random,agent_00,mimsy,horse_024
random,agent_00,mimsy,horse_025
random,agent_00,mimsy,horse_026
random,agent_00,mimsy,horse_027
random,agent_00,mimsy,horse_028
random,agent_00,mimsy,horse_029
random,agent_00,vorpal,ship_000
random,agent_00,vorpal,ship_001
random,agent_00,vorpal,ship_002
random,agent_00,vorpal,ship_003
random,agent_00,vorpal,ship_004
random,agent_00,vorpal,ship_015
random,agent_00,vorpal,ship_016
random,agent_00,vorpal,ship_017
random,agent_00,vorpal,ship_018
random,agent_00,vorpal,ship_019
random,agent_00,vorpal,ship_020
random,agent_00,vorpal,ship_021
random,agent_00,vorpal,ship_022
random,agent_00,vorpal,ship_023
random,agent_00,vorpal,ship_024
random,agent_00,vorpal,ship_025
random,agent_00,vorpal,ship_026
random,agent_00,vorpal,ship_027
random,agent_00,vorpal,ship_028
random,agent_00,vorpal,ship_029
random,agent_01,slithy,frog_005
random,agent_01,slithy,frog_006
random,agent_01,slithy,frog_007
random,agent_01,slithy,frog_008
random,agent_01,slithy,frog_009
random,agent_01,slithy,frog_015
random,agent_01,slithy,frog_016
random,agent_01,slithy,frog_017
random,agent_01,slithy,frog_018
random,agent_01,slithy,frog_019
random,agent_01,slithy,frog_020
random,agent_01,slithy,frog_021
random,agent_01,slithy,frog_022
random,agent_01,slithy,frog_023
random,agent_01,slithy,frog_024
random,agent_01,slithy,frog_025
random,agent_01,slithy,frog_026
random,agent_01,slithy,frog_027
random,agent_01,slithy,frog_028
random,agent_01,slithy,frog_029
random,agent_01,mimsy,horse_005
random,agent_01,mimsy,horse_006
random,agent_01,mimsy,horse_007
random,agent_01,mimsy,horse_008
random,agent_01,mimsy,horse_009
random,agent_01,mimsy,horse_015
random,agent_01,mimsy,horse_017
random,agent_01,mimsy,horse_018
random,agent_01,mimsy,horse_019
random,agent_01,mimsy,horse_020
random,agent_01,mimsy,horse_021
random,agent_01,mimsy,horse_022
random,agent_01,mimsy,horse_023
random,agent_01,mimsy,horse_024
random,agent_01,mimsy,horse_025
random,agent_01,mimsy,horse_026
random,agent_01,mimsy,horse_027
random,agent_01,mimsy,horse_028
random,agent_01,mimsy,horse_029
random,agent_01,vorpal,ship_005
random,agent_01,vorpal,ship_006
random,agent_01,vorpal,ship_007
random,agent_01,vorpal,ship_008
random,agent_01,vorpal,ship_009
random,agent_01,vorpal,ship_015
random,agent_01,vorpal,ship_016
random,agent_01,vorpal,ship_017
random,agent_01,vorpal,ship_018
random,agent_01,vorpal,ship_019
random,agent_01,vorpal,ship_020
random,agent_01,vorpal,ship_021
random,agent_01,vorpal,ship_022
random,agent_01,vorpal,ship_023
random,agent_01,vorpal,ship_024
random,agent_01,vorpal,ship_025
random,agent_01,vorpal,ship_026
random,agent_01,vorpal,ship_027
random,agent_01,vorpal,ship_028
random,agent_01,vorpal,ship_029
random,agent_02,slithy,frog_010
random,agent_02,slithy,frog_011
random,agent_02,slithy,frog_012
random,agent_02,slithy,frog_013
random,agent_02,slithy,frog_014
random,agent_02,slithy,frog_015
random,agent_02,slithy,frog_016
random,agent_02,slithy,frog_017
random,agent_02,slithy,frog_018
random,agent_02,slithy,frog_019
random,agent_02,slithy,frog_020
random,agent_02,slithy,frog_021
random,agent_02,slithy,frog_022
random,agent_02,slithy,frog_023
random,agent_02,slithy,frog_024
random,agent_02,slithy,frog_025
random,agent_02,slithy,frog_026
random,agent_02,slithy,frog_027
random,agent_02,slithy,frog_028
random,agent_02,slithy,frog_029
random,agent_02,mimsy,horse_010
random,agent_02,mimsy,horse_011
random,agent_02,mimsy,horse_012
random,agent_02,mimsy,horse_013
random,agent_02,mimsy,horse_014
random,agent_02,mimsy,horse_015
random,agent_02,mimsy,horse_017
random,agent_02,mimsy,horse_018
random,agent_02,mimsy,horse_019
random,agent_02,mimsy,horse_020
random,agent_02,mimsy,horse_021
random,agent_02,mimsy,horse_022
random,agent_02,mimsy,horse_023
random,agent_02,mimsy,horse_024
random,agent_02,mimsy,horse_025
random,agent_02,mimsy,horse_026
random,agent_02,mimsy,horse_027
random,agent_02,mimsy,horse_028
random,agent_02,mimsy,horse_029
random,agent_02,vorpal,ship_010
random,agent_02,vorpal,ship_011
random,agent_02,vorpal,ship_012
random,agent_02,vorpal,ship_013
random,agent_02,vorpal,ship_014
random,agent_02,vorpal,ship_015
random,agent_02,vorpal,ship_016
random,agent_02,vorpal,ship_017
random,agent_02,vorpal,ship_018
random,agent_02,vorpal,ship_019
random,agent_02,vorpal,ship_020
random,agent_02,vorpal,ship_021
random,agent_02,vorpal,ship_022
random,agent_02,vorpal,ship_023
random,agent_02,vorpal,ship_024
random,agent_02,vorpal,ship_025
random,agent_02,vorpal,ship_026
random,agent_02,vorpal,ship_027
random,agent_02,vorpal,ship_028
random,agent_02,vorpal,ship_029
