experiment_id,round,agent_id,image_id,true_category,predicted_label,confidence,margin,status,pool
exp_003a,1,agent_00,ship_015,ship,vorpal,0.67997,0.495303,accepted,interaction
exp_003a,1,agent_00,ship_016,ship,vorpal,0.408184,0.265539,accepted,interaction
exp_003a,1,agent_00,ship_017,ship,vorpal,0.521101,0.242952,accepted,interaction
exp_003a,1,agent_00,ship_018,ship,vorpal,0.719448,0.526101,accepted,interaction
exp_003a,1,agent_00,ship_019,ship,vorpal,0.330707,0.092933,accepted,interaction
exp_003a,1,agent_00,ship_020,ship,vorpal,0.709905,0.51559,accepted,interaction
exp_003a,1,agent_00,ship_021,ship,vorpal,0.486287,0.20072,accepted,interaction
exp_003a,1,agent_00,ship_022,ship,vorpal,0.570873,0.393219,accepted,interaction
exp_003a,1,agent_00,ship_023,ship,vorpal,0.499315,0.387074,accepted,interaction
exp_003a,1,agent_00,ship_024,ship,UNCERTAIN,0.20254,0.116004,accepted,interaction
exp_003a,1,agent_00,ship_025,ship,vorpal,0.562728,0.331908,accepted,interaction
exp_003a,1,agent_00,ship_026,ship,vorpal,0.450851,0.275756,accepted,interaction
exp_003a,1,agent_00,ship_027,ship,vorpal,0.613118,0.480774,accepted,interaction
exp_003a,1,agent_00,ship_028,ship,vorpal,0.472086,0.343266,accepted,interaction
exp_003a,1,agent_00,ship_029,ship,vorpal,0.390531,0.159193,accepted,interaction
exp_003a,1,agent_01,frog_015,frog,slithy,0.384954,0.231436,accepted,interaction
exp_003a,1,agent_01,frog_016,frog,slithy,0.53424,0.337758,accepted,interaction
exp_003a,1,agent_01,frog_017,frog,slithy,0.617963,0.435917,accepted,interaction
exp_003a,1,agent_01,frog_018,frog,slithy,0.36452,0.23875,accepted,interaction
exp_003a,1,agent_01,frog_019,frog,UNCERTAIN,0.258483,0.087798,rejected,interaction
exp_003a,1,agent_01,frog_020,frog,slithy,0.334664,0.135215,accepted,interaction
exp_003a,1,agent_01,frog_021,frog,slithy,0.57835,0.415305,accepted,interaction
exp_003a,1,agent_01,frog_022,frog,slithy,0.415831,0.191921,accepted,interaction
exp_003a,1,agent_01,frog_023,frog,slithy,0.42827,0.272479,accepted,interaction
exp_003a,1,agent_01,frog_024,frog,slithy,0.478552,0.364938,accepted,interaction
exp_003a,1,agent_01,frog_025,frog,slithy,0.41594,0.20018,accepted,interaction
exp_003a,1,agent_01,frog_026,frog,slithy,0.331822,0.239852,accepted,interaction
exp_003a,1,agent_01,frog_027,frog,slithy,0.503939,0.429706,accepted,interaction
exp_003a,1,agent_01,frog_028,frog,slithy,0.339158,0.169689,accepted,interaction
exp_003a,1,agent_01,frog_029,frog,slithy,0.456758,0.308039,accepted,interaction
exp_003a,1,agent_01,horse_015,horse,mimsy,0.474735,0.368676,accepted,interaction
exp_003a,1,agent_01,horse_016,horse,UNCERTAIN,0.069259,0.024932,accepted,interaction
exp_003a,1,agent_01,horse_017,horse,mimsy,0.686455,0.556717,accepted,interaction
exp_003a,1,agent_01,horse_018,horse,mimsy,0.496097,0.271905,accepted,interaction
exp_003a,1,agent_01,horse_019,horse,mimsy,0.579889,0.441516,accepted,interaction
exp_003a,1,agent_01,horse_020,horse,mimsy,0.497029,0.413416,accepted,interaction
exp_003a,1,agent_01,horse_021,horse,mimsy,0.601317,0.454606,accepted,interaction
exp_003a,1,agent_01,horse_022,horse,mimsy,0.704099,0.48626,accepted,interaction
exp_003a,1,agent_01,horse_023,horse,mimsy,0.673813,0.529502,accepted,interaction
exp_003a,1,agent_01,horse_024,horse,mimsy,0.487343,0.318182,accepted,interaction
exp_003a,1,agent_01,horse_025,horse,mimsy,0.58074,0.353881,accepted,interaction
exp_003a,1,agent_01,horse_026,horse,mimsy,0.673082,0.420525,accepted,interaction
exp_003a,1,agent_01,horse_027,horse,mimsy,0.46897,0.164352,accepted,interaction
exp_003a,1,agent_01,horse_028,horse,mimsy,0.64155,0.482286,accepted,interaction
exp_003a,1,agent_01,horse_029,horse,mimsy,0.474129,0.335498,accepted,interaction
exp_003a,1,agent_01,ship_015,ship,vorpal,0.587628,0.399605,accepted,interaction
exp_003a,1,agent_01,ship_016,ship,vorpal,0.404366,0.269205,accepted,interaction
exp_003a,1,agent_01,ship_017,ship,vorpal,0.492162,0.194564,accepted,interaction
exp_003a,1,agent_01,ship_018,ship,vorpal,0.687835,0.491642,accepted,interaction
exp_003a,1,agent_01,ship_019,ship,vorpal,0.407478,0.194719,accepted,interaction
exp_003a,1,agent_01,ship_020,ship,vorpal,0.652406,0.46396,accepted,interaction
exp_003a,1,agent_01,ship_021,ship,vorpal,0.470341,0.279921,accepted,interaction
exp_003a,1,agent_01,ship_022,ship,vorpal,0.545844,0.410189,accepted,interaction
exp_003a,1,agent_01,ship_023,ship,vorpal,0.473009,0.357915,accepted,interaction
exp_003a,1,agent_01,ship_024,ship,UNCERTAIN,0.070858,0.033966,accepted,interaction
exp_003a,1,agent_01,ship_025,ship,vorpal,0.610651,0.433528,accepted,interaction
exp_003a,1,agent_01,ship_026,ship,vorpal,0.49693,0.389688,accepted,interaction
exp_003a,1,agent_01,ship_027,ship,vorpal,0.678293,0.552274,accepted,interaction
exp_003a,1,agent_01,ship_028,ship,vorpal,0.489551,0.353026,accepted,interaction
exp_003a,1,agent_01,ship_029,ship,vorpal,0.443704,0.246022,accepted,interaction
exp_003a,1,agent_02,frog_015,frog,slithy,0.32347,0.203874,accepted,interaction
exp_003a,1,agent_02,frog_016,frog,slithy,0.582734,0.403426,accepted,interaction
exp_003a,1,agent_02,frog_017,frog,slithy,0.607507,0.461006,accepted,interaction
exp_003a,1,agent_02,frog_018,frog,slithy,0.336434,0.172901,accepted,interaction
exp_003a,1,agent_02,frog_019,frog,slithy,0.321876,0.138179,accepted,interaction
exp_003a,1,agent_02,frog_020,frog,slithy,0.513667,0.302713,accepted,interaction
exp_003a,1,agent_02,frog_021,frog,slithy,0.602244,0.446044,accepted,interaction
exp_003a,1,agent_02,frog_022,frog,slithy,0.333249,0.114384,accepted,interaction
exp_003a,1,agent_02,frog_023,frog,slithy,0.43352,0.278989,accepted,interaction
exp_003a,1,agent_02,frog_024,frog,slithy,0.479988,0.343426,accepted,interaction
exp_003a,1,agent_02,frog_025,frog,slithy,0.567981,0.361045,accepted,interaction
exp_003a,1,agent_02,frog_026,frog,UNCERTAIN,0.234541,0.167197,rejected,interaction
exp_003a,1,agent_02,frog_027,frog,slithy,0.557849,0.49032,accepted,interaction
exp_003a,1,agent_02,frog_028,frog,slithy,0.471518,0.322035,accepted,interaction
exp_003a,1,agent_02,frog_029,frog,slithy,0.418555,0.250773,accepted,interaction
exp_003a,1,agent_02,horse_015,horse,mimsy,0.726849,0.564885,accepted,interaction
exp_003a,1,agent_02,horse_016,horse,UNCERTAIN,0.074412,0.022024,accepted,interaction
exp_003a,1,agent_02,horse_017,horse,mimsy,0.614966,0.385256,accepted,interaction
exp_003a,1,agent_02,horse_018,horse,mimsy,0.623548,0.363075,accepted,interaction
exp_003a,1,agent_02,horse_019,horse,mimsy,0.547082,0.412428,accepted,interaction
exp_003a,1,agent_02,horse_020,horse,mimsy,0.578343,0.444789,accepted,interaction
exp_003a,1,agent_02,horse_021,horse,mimsy,0.614518,0.405167,accepted,interaction
exp_003a,1,agent_02,horse_022,horse,mimsy,0.601232,0.39683,accepted,interaction
exp_003a,1,agent_02,horse_023,horse,mimsy,0.580849,0.403795,accepted,interaction
exp_003a,1,agent_02,horse_024,horse,mimsy,0.470243,0.265834,accepted,interaction
exp_003a,1,agent_02,horse_025,horse,mimsy,0.588611,0.286524,accepted,interaction
exp_003a,1,agent_02,horse_026,horse,mimsy,0.557645,0.311671,accepted,interaction
exp_003a,1,agent_02,horse_027,horse,mimsy,0.422144,0.122489,accepted,interaction
exp_003a,1,agent_02,horse_028,horse,mimsy,0.476527,0.257197,accepted,interaction
exp_003a,1,agent_02,horse_029,horse,mimsy,0.460409,0.301146,accepted,interaction
exp_003a,1,agent_02,ship_015,ship,vorpal,0.630179,0.412199,accepted,interaction
exp_003a,1,agent_02,ship_016,ship,vorpal,0.422858,0.289028,accepted,interaction
exp_003a,1,agent_02,ship_017,ship,vorpal,0.425608,0.134543,accepted,interaction
exp_003a,1,agent_02,ship_018,ship,vorpal,0.689929,0.506357,accepted,interaction
exp_003a,1,agent_02,ship_019,ship,vorpal,0.375154,0.159888,accepted,interaction
exp_003a,1,agent_02,ship_020,ship,vorpal,0.649439,0.466155,accepted,interaction
exp_003a,1,agent_02,ship_021,ship,vorpal,0.515269,0.30284,accepted,interaction
exp_003a,1,agent_02,ship_022,ship,vorpal,0.507294,0.287233,accepted,interaction
exp_003a,1,agent_02,ship_023,ship,vorpal,0.512615,0.3542,accepted,interaction
exp_003a,1,agent_02,ship_024,ship,UNCERTAIN,0.102101,0.053327,accepted,interaction
exp_003a,1,agent_02,ship_025,ship,vorpal,0.611586,0.404313,accepted,interaction
exp_003a,1,agent_02,ship_026,ship,vorpal,0.476065,0.333517,accepted,interaction
exp_003a,1,agent_02,ship_027,ship,vorpal,0.677962,0.521565,accepted,interaction
exp_003a,1,agent_02,ship_028,ship,vorpal,0.443213,0.318539,accepted,interaction
exp_003a,1,agent_02,ship_029,ship,vorpal,0.410119,0.163051,accepted,interaction
exp_003a,1,agent_00,frog_030,frog,slithy,0.454405,0.288817,accepted,held_out
exp_003a,1,agent_00,frog_031,frog,slithy,0.539924,0.369999,accepted,held_out
exp_003a,1,agent_00,frog_032,frog,slithy,0.407139,0.242555,accepted,held_out
exp_003a,1,agent_00,frog_033,frog,slithy,0.548061,0.352337,accepted,held_out
exp_003a,1,agent_00,frog_034,frog,slithy,0.576237,0.388377,accepted,held_out
exp_003a,1,agent_00,frog_035,frog,slithy,0.615865,0.430156,accepted,held_out
exp_003a,1,agent_00,frog_036,frog,slithy,0.460529,0.259352,accepted,held_out
exp_003a,1,agent_00,frog_037,frog,slithy,0.494642,0.354208,accepted,held_out
exp_003a,1,agent_00,frog_038,frog,slithy,0.539255,0.299848,accepted,held_out
exp_003a,1,agent_00,frog_039,frog,slithy,0.41788,0.208773,accepted,held_out
exp_003a,1,agent_00,frog_040,frog,slithy,0.508996,0.363674,accepted,held_out
exp_003a,1,agent_00,frog_041,frog,slithy,0.512352,0.346319,accepted,held_out
exp_003a,1,agent_00,frog_042,frog,slithy,0.606936,0.400362,accepted,held_out
exp_003a,1,agent_00,frog_043,frog,slithy,0.636052,0.347072,accepted,held_out
exp_003a,1,agent_00,frog_044,frog,slithy,0.591883,0.399793,accepted,held_out
exp_003a,1,agent_00,frog_045,frog,slithy,0.616394,0.401201,accepted,held_out
exp_003a,1,agent_00,frog_046,frog,slithy,0.558559,0.382694,accepted,held_out
exp_003a,1,agent_00,frog_047,frog,slithy,0.510095,0.313594,accepted,held_out
exp_003a,1,agent_00,frog_048,frog,slithy,0.633217,0.500183,accepted,held_out
exp_003a,1,agent_00,frog_049,frog,slithy,0.392339,0.10391,accepted,held_out
exp_003a,1,agent_00,horse_030,horse,mimsy,0.665064,0.526046,accepted,held_out
exp_003a,1,agent_00,horse_031,horse,mimsy,0.511048,0.351216,accepted,held_out
exp_003a,1,agent_00,horse_032,horse,mimsy,0.635937,0.458269,accepted,held_out
exp_003a,1,agent_00,horse_033,horse,mimsy,0.69766,0.529691,accepted,held_out
exp_003a,1,agent_00,horse_034,horse,mimsy,0.72081,0.620633,accepted,held_out
exp_003a,1,agent_00,horse_035,horse,mimsy,0.60821,0.369534,accepted,held_out
exp_003a,1,agent_00,horse_036,horse,mimsy,0.574568,0.444726,accepted,held_out
exp_003a,1,agent_00,horse_037,horse,mimsy,0.685077,0.509194,accepted,held_out
exp_003a,1,agent_00,horse_038,horse,mimsy,0.629092,0.437568,accepted,held_out
exp_003a,1,agent_00,horse_039,horse,mimsy,0.697807,0.498949,accepted,held_out
exp_003a,1,agent_00,horse_040,horse,mimsy,0.714574,0.505161,accepted,held_out
exp_003a,1,agent_00,horse_041,horse,mimsy,0.554486,0.412004,accepted,held_out
exp_003a,1,agent_00,horse_042,horse,mimsy,0.721804,0.552968,accepted,held_out
exp_003a,1,agent_00,horse_043,horse,mimsy,0.578589,0.368927,accepted,held_out
exp_003a,1,agent_00,horse_044,horse,mimsy,0.713297,0.502585,accepted,held_out
exp_003a,1,agent_00,horse_045,horse,mimsy,0.75446,0.591732,accepted,held_out
exp_003a,1,agent_00,horse_046,horse,mimsy,0.672842,0.48466,accepted,held_out
exp_003a,1,agent_00,horse_047,horse,mimsy,0.761641,0.580215,accepted,held_out
exp_003a,1,agent_00,horse_048,horse,mimsy,0.732869,0.56711,accepted,held_out
exp_003a,1,agent_00,horse_049,horse,mimsy,0.639812,0.488329,accepted,held_out
exp_003a,1,agent_00,ship_030,ship,vorpal,0.65008,0.429411,accepted,held_out
exp_003a,1,agent_00,ship_031,ship,vorpal,0.629622,0.417699,accepted,held_out
exp_003a,1,agent_00,ship_032,ship,vorpal,0.628379,0.429119,accepted,held_out
exp_003a,1,agent_00,ship_033,ship,vorpal,0.464837,0.374661,accepted,held_out
exp_003a,1,agent_00,ship_034,ship,vorpal,0.5007,0.330323,accepted,held_out
exp_003a,1,agent_00,ship_035,ship,vorpal,0.600115,0.429577,accepted,held_out
exp_003a,1,agent_00,ship_036,ship,vorpal,0.607543,0.392273,accepted,held_out
exp_003a,1,agent_00,ship_037,ship,vorpal,0.476622,0.227232,accepted,held_out
exp_003a,1,agent_00,ship_038,ship,vorpal,0.342084,0.208072,accepted,held_out
exp_003a,1,agent_00,ship_039,ship,vorpal,0.62181,0.411517,accepted,held_out
exp_003a,1,agent_00,ship_040,ship,vorpal,0.646419,0.458876,accepted,held_out
exp_003a,1,agent_00,ship_041,ship,vorpal,0.684744,0.483649,accepted,held_out
exp_003a,1,agent_00,ship_042,ship,vorpal,0.63654,0.436002,accepted,held_out
exp_003a,1,agent_00,ship_043,ship,vorpal,0.522627,0.36332,accepted,held_out
exp_003a,1,agent_00,ship_044,ship,vorpal,0.615903,0.345373,accepted,held_out
exp_003a,1,agent_00,ship_045,ship,vorpal,0.653783,0.440257,accepted,held_out
exp_003a,1,agent_00,ship_046,ship,vorpal,0.725601,0.479763,accepted,held_out
exp_003a,1,agent_00,ship_047,ship,vorpal,0.648315,0.438475,accepted,held_out
exp_003a,1,agent_00,ship_048,ship,vorpal,0.622143,0.475339,accepted,held_out
exp_003a,1,agent_00,ship_049,ship,vorpal,0.578223,0.366453,accepted,held_out
exp_003a,1,agent_01,frog_030,frog,slithy,0.428063,0.276268,accepted,held_out
exp_003a,1,agent_01,frog_031,frog,slithy,0.526212,0.34986,accepted,held_out
exp_003a,1,agent_01,frog_032,frog,slithy,0.416931,0.257715,accepted,held_out
exp_003a,1,agent_01,frog_033,frog,slithy,0.563034,0.37566,accepted,held_out
exp_003a,1,agent_01,frog_034,frog,slithy,0.619256,0.430985,accepted,held_out
exp_003a,1,agent_01,frog_035,frog,slithy,0.606386,0.415265,accepted,held_out
exp_003a,1,agent_01,frog_036,frog,slithy,0.4266,0.224811,accepted,held_out
exp_003a,1,agent_01,frog_037,frog,slithy,0.5391,0.387265,accepted,held_out
exp_003a,1,agent_01,frog_038,frog,slithy,0.563741,0.310126,accepted,held_out
exp_003a,1,agent_01,frog_039,frog,slithy,0.40513,0.212609,accepted,held_out
exp_003a,1,agent_01,frog_040,frog,slithy,0.516102,0.356682,accepted,held_out
exp_003a,1,agent_01,frog_041,frog,slithy,0.545312,0.365057,accepted,held_out
exp_003a,1,agent_01,frog_042,frog,slithy,0.602272,0.406928,accepted,held_out
exp_003a,1,agent_01,frog_043,frog,slithy,0.596068,0.311211,accepted,held_out
exp_003a,1,agent_01,frog_044,frog,slithy,0.592597,0.410238,accepted,held_out
exp_003a,1,agent_01,frog_045,frog,slithy,0.578238,0.359953,accepted,held_out
exp_003a,1,agent_01,frog_046,frog,slithy,0.566948,0.404023,accepted,held_out
exp_003a,1,agent_01,frog_047,frog,slithy,0.54888,0.339879,accepted,held_out
exp_003a,1,agent_01,frog_048,frog,slithy,0.625289,0.50105,accepted,held_out
exp_003a,1,agent_01,frog_049,frog,slithy,0.413062,0.152314,accepted,held_out
exp_003a,1,agent_01,horse_030,horse,mimsy,0.664047,0.527706,accepted,held_out
exp_003a,1,agent_01,horse_031,horse,mimsy,0.512818,0.371004,accepted,held_out
exp_003a,1,agent_01,horse_032,horse,mimsy,0.66726,0.485401,accepted,held_out
exp_003a,1,agent_01,horse_033,horse,mimsy,0.710479,0.54311,accepted,held_out
exp_003a,1,agent_01,horse_034,horse,mimsy,0.738269,0.647483,accepted,held_out
exp_003a,1,agent_01,horse_035,horse,mimsy,0.607471,0.380624,accepted,held_out
exp_003a,1,agent_01,horse_036,horse,mimsy,0.594326,0.479089,accepted,held_out
exp_003a,1,agent_01,horse_037,horse,mimsy,0.649132,0.473775,accepted,held_out
exp_003a,1,agent_01,horse_038,horse,mimsy,0.640842,0.44368,accepted,held_out
exp_003a,1,agent_01,horse_039,horse,mimsy,0.688735,0.512637,accepted,held_out
exp_003a,1,agent_01,horse_040,horse,mimsy,0.705135,0.510074,accepted,held_out
exp_003a,1,agent_01,horse_041,horse,mimsy,0.54723,0.406571,accepted,held_out
exp_003a,1,agent_01,horse_042,horse,mimsy,0.712729,0.539624,accepted,held_out
exp_003a,1,agent_01,horse_043,horse,mimsy,0.553705,0.3524,accepted,held_out
exp_003a,1,agent_01,horse_044,horse,mimsy,0.733284,0.536464,accepted,held_out
exp_003a,1,agent_01,horse_045,horse,mimsy,0.764084,0.604675,accepted,held_out
exp_003a,1,agent_01,horse_046,horse,mimsy,0.62813,0.454588,accepted,held_out
exp_003a,1,agent_01,horse_047,horse,mimsy,0.747305,0.586814,accepted,held_out
exp_003a,1,agent_01,horse_048,horse,mimsy,0.735831,0.565074,accepted,held_out
exp_003a,1,agent_01,horse_049,horse,mimsy,0.664766,0.522376,accepted,held_out
exp_003a,1,agent_01,ship_030,ship,vorpal,0.657822,0.446196,accepted,held_out
exp_003a,1,agent_01,ship_031,ship,vorpal,0.615916,0.409812,accepted,held_out
exp_003a,1,agent_01,ship_032,ship,vorpal,0.634247,0.444287,accepted,held_out
exp_003a,1,agent_01,ship_033,ship,vorpal,0.481918,0.395948,accepted,held_out
exp_003a,1,agent_01,ship_034,ship,vorpal,0.492172,0.301839,accepted,held_out
exp_003a,1,agent_01,ship_035,ship,vorpal,0.614339,0.452353,accepted,held_out
exp_003a,1,agent_01,ship_036,ship,vorpal,0.602293,0.402877,accepted,held_out
exp_003a,1,agent_01,ship_037,ship,vorpal,0.458665,0.215265,accepted,held_out
exp_003a,1,agent_01,ship_038,ship,vorpal,0.340781,0.206628,accepted,held_out
exp_003a,1,agent_01,ship_039,ship,vorpal,0.621745,0.415904,accepted,held_out
exp_003a,1,agent_01,ship_040,ship,vorpal,0.650343,0.454957,accepted,held_out
exp_003a,1,agent_01,ship_041,ship,vorpal,0.700762,0.507904,accepted,held_out
exp_003a,1,agent_01,ship_042,ship,vorpal,0.664312,0.465378,accepted,held_out
exp_003a,1,agent_01,ship_043,ship,vorpal,0.527163,0.379768,accepted,held_out
exp_003a,1,agent_01,ship_044,ship,vorpal,0.632041,0.360243,accepted,held_out
exp_003a,1,agent_01,ship_045,ship,vorpal,0.642489,0.434234,accepted,held_out
exp_003a,1,agent_01,ship_046,ship,vorpal,0.731972,0.500924,accepted,held_out
exp_003a,1,agent_01,ship_047,ship,vorpal,0.64896,0.422064,accepted,held_out
exp_003a,1,agent_01,ship_048,ship,vorpal,0.598071,0.447221,accepted,held_out
exp_003a,1,agent_01,ship_049,ship,vorpal,0.576036,0.370033,accepted,held_out
exp_003a,1,agent_02,frog_030,frog,slithy,0.433839,0.275211,accepted,held_out
exp_003a,1,agent_02,frog_031,frog,slithy,0.538833,0.364399,accepted,held_out
exp_003a,1,agent_02,frog_032,frog,slithy,0.387576,0.216235,accepted,held_out
exp_003a,1,agent_02,frog_033,frog,slithy,0.571276,0.380061,accepted,held_out
exp_003a,1,agent_02,frog_034,frog,slithy,0.646348,0.463183,accepted,held_out
exp_003a,1,agent_02,frog_035,frog,slithy,0.615662,0.427287,accepted,held_out
exp_003a,1,agent_02,frog_036,frog,slithy,0.425516,0.225334,accepted,held_out
exp_003a,1,agent_02,frog_037,frog,slithy,0.531759,0.391254,accepted,held_out
exp_003a,1,agent_02,frog_038,frog,slithy,0.55125,0.330288,accepted,held_out
exp_003a,1,agent_02,frog_039,frog,slithy,0.39086,0.191853,accepted,held_out
exp_003a,1,agent_02,frog_040,frog,slithy,0.528859,0.391018,accepted,held_out
exp_003a,1,agent_02,frog_041,frog,slithy,0.499083,0.342317,accepted,held_out
exp_003a,1,agent_02,frog_042,frog,slithy,0.611162,0.411949,accepted,held_out
exp_003a,1,agent_02,frog_043,frog,slithy,0.620697,0.342482,accepted,held_out
exp_003a,1,agent_02,frog_044,frog,slithy,0.596085,0.400007,accepted,held_out
exp_003a,1,agent_02,frog_045,frog,slithy,0.618772,0.413603,accepted,held_out
exp_003a,1,agent_02,frog_046,frog,slithy,0.536888,0.371045,accepted,held_out
exp_003a,1,agent_02,frog_047,frog,slithy,0.532469,0.32599,accepted,held_out
exp_003a,1,agent_02,frog_048,frog,slithy,0.650792,0.519654,accepted,held_out
exp_003a,1,agent_02,frog_049,frog,slithy,0.405969,0.136843,accepted,held_out
exp_003a,1,agent_02,horse_030,horse,mimsy,0.651674,0.497153,accepted,held_out
exp_003a,1,agent_02,horse_031,horse,mimsy,0.50573,0.338719,accepted,held_out
exp_003a,1,agent_02,horse_032,horse,mimsy,0.667229,0.495486,accepted,held_out
exp_003a,1,agent_02,horse_033,horse,mimsy,0.674457,0.495965,accepted,held_out
exp_003a,1,agent_02,horse_034,horse,mimsy,0.714107,0.602111,accepted,held_out
exp_003a,1,agent_02,horse_035,horse,mimsy,0.587721,0.342073,accepted,held_out
exp_003a,1,agent_02,horse_036,horse,mimsy,0.584888,0.455636,accepted,held_out
exp_003a,1,agent_02,horse_037,horse,mimsy,0.709284,0.514692,accepted,held_out
exp_003a,1,agent_02,horse_038,horse,mimsy,0.699185,0.501169,accepted,held_out
exp_003a,1,agent_02,horse_039,horse,mimsy,0.645025,0.457174,accepted,held_out
exp_003a,1,agent_02,horse_040,horse,mimsy,0.687158,0.472177,accepted,held_out
exp_003a,1,agent_02,horse_041,horse,mimsy,0.556273,0.400885,accepted,held_out
exp_003a,1,agent_02,horse_042,horse,mimsy,0.695418,0.509957,accepted,held_out
exp_003a,1,agent_02,horse_043,horse,mimsy,0.627023,0.404932,accepted,held_out
exp_003a,1,agent_02,horse_044,horse,mimsy,0.701958,0.491657,accepted,held_out
exp_003a,1,agent_02,horse_045,horse,mimsy,0.746826,0.573757,accepted,held_out
exp_003a,1,agent_02,horse_046,horse,mimsy,0.617648,0.427674,accepted,held_out
exp_003a,1,agent_02,horse_047,horse,mimsy,0.738292,0.539239,accepted,held_out
exp_003a,1,agent_02,horse_048,horse,mimsy,0.717493,0.541847,accepted,held_out
exp_003a,1,agent_02,horse_049,horse,mimsy,0.646262,0.491837,accepted,held_out
exp_003a,1,agent_02,ship_030,ship,vorpal,0.67084,0.461509,accepted,held_out
exp_003a,1,agent_02,ship_031,ship,vorpal,0.618889,0.394175,accepted,held_out
exp_003a,1,agent_02,ship_032,ship,vorpal,0.638808,0.436996,accepted,held_out
exp_003a,1,agent_02,ship_033,ship,vorpal,0.465822,0.367968,accepted,held_out
exp_003a,1,agent_02,ship_034,ship,vorpal,0.493118,0.314236,accepted,held_out
exp_003a,1,agent_02,ship_035,ship,vorpal,0.609524,0.420416,accepted,held_out
exp_003a,1,agent_02,ship_036,ship,vorpal,0.614873,0.399119,accepted,held_out
exp_003a,1,agent_02,ship_037,ship,vorpal,0.436947,0.192953,accepted,held_out
exp_003a,1,agent_02,ship_038,ship,vorpal,0.344626,0.214312,accepted,held_out
exp_003a,1,agent_02,ship_039,ship,vorpal,0.604118,0.393781,accepted,held_out
exp_003a,1,agent_02,ship_040,ship,vorpal,0.624217,0.437765,accepted,held_out
exp_003a,1,agent_02,ship_041,ship,vorpal,0.693031,0.493112,accepted,held_out
exp_003a,1,agent_02,ship_042,ship,vorpal,0.642651,0.428639,accepted,held_out
exp_003a,1,agent_02,ship_043,ship,vorpal,0.535221,0.368574,accepted,held_out
exp_003a,1,agent_02,ship_044,ship,vorpal,0.62319,0.361016,accepted,held_out
exp_003a,1,agent_02,ship_045,ship,vorpal,0.652489,0.439283,accepted,held_out
exp_003a,1,agent_02,ship_046,ship,vorpal,0.739501,0.505194,accepted,held_out
exp_003a,1,agent_02,ship_047,ship,vorpal,0.630093,0.418533,accepted,held_out
exp_003a,1,agent_02,ship_048,ship,vorpal,0.615673,0.461389,accepted,held_out
exp_003a,1,agent_02,ship_049,ship,vorpal,0.593124,0.372122,accepted,held_out
exp_003a,2,agent_00,frog_015,frog,slithy,0.472835,0.307267,accepted,interaction
exp_003a,2,agent_00,frog_016,frog,slithy,0.606321,0.380922,accepted,interaction
exp_003a,2,agent_00,frog_017,frog,slithy,0.721412,0.548732,accepted,interaction
